id,date,venue,temperature,precipitation
21700001,17/10/2017,Quicken Loans Arena,53.51,0
21700002,17/10/2017,Oracle Arena,81.79,0
21700003,18/10/2017,Little Caesars Arena,67.3,0
21700004,18/10/2017,Bankers Life Fieldhouse,65.36,0
21700005,18/10/2017,Amway Center,75.14,0.0005
21700006,18/10/2017,Capital Center,58.99,0
21700007,18/10/2017,Td Garden,53.44,0
21700008,18/10/2017,Fedex Forum,69.94,0
21700009,18/10/2017,American Airlines Center,75.73,0
21700010,18/10/2017,Vivint Smart Home Arena,70.78,0
21700011,18/10/2017,At&t Center,78.2,0
21700012,18/10/2017,Talking Stick Resort Arena,97.57,0
21700013,18/10/2017,Golden 1 Center,80.65,0
21700014,19/10/2017,Scotiabank Arena,65.99,0
21700015,19/10/2017,Chesapeake Energy Arena,79.25,0
21700016,19/10/2017,Staples Center,84.6,0
21700017,20/10/2017,Spectrum Center,69.89,0
21700018,20/10/2017,Bankers Life Fieldhouse,73.25,0
21700019,20/10/2017,Wells Fargo Arena,95.04,0
21700020,20/10/2017,Capital Center,68.67,0
21700021,20/10/2017,Fiserv Forum,64.25,0
21700022,20/10/2017,Barclays Center,67.61,0
21700023,20/10/2017,Target Center,71.98,0
21700024,20/10/2017,American Airlines Center,81.47,0
21700025,20/10/2017,Smoothie King Center,78.99,0
21700026,20/10/2017,Talking Stick Resort Arena,95.32,0
21700027,21/10/2017,Scotiabank Arena,65.64,0
21700028,21/10/2017,Quicken Loans Arena,71.3,0
21700029,21/10/2017,American Airlines Center,81.79,0
21700030,21/10/2017,Madison Square Garden,70.34,0
21700031,21/10/2017,United Center,76.35,0
21700032,21/10/2017,Toyota Center,77.38,0
21700033,21/10/2017,Fedex Forum,74.24,0
21700034,21/10/2017,Fiserv Forum,75.14,0
21700035,21/10/2017,Pepsi Center,77.18,0
21700036,21/10/2017,Vivint Smart Home Arena,44.13,0.0054
21700037,21/10/2017,Staples Center,71.5,0
21700038,22/10/2017,Barclays Center,69.55,0
21700039,22/10/2017,Chesapeake Energy Arena,77.57,0
21700040,22/10/2017,Staples Center,77.93,0
21700041,23/10/2017,Little Caesars Arena,73.77,0
21700042,23/10/2017,American Airlines Center,72.79,0
21700043,23/10/2017,Toyota Center,72.75,0
21700044,23/10/2017,Fiserv Forum,51.38,0.0303
21700045,23/10/2017,American Airlines Center,72.79,0.0002
21700046,23/10/2017,At&t Center,80.35,0
21700047,23/10/2017,Pepsi Center,66.4,0
21700048,23/10/2017,Talking Stick Resort Arena,92.01,0
21700049,24/10/2017,Quicken Loans Arena,64.17,0.0525
21700050,24/10/2017,Amway Center,78.56,0.0109
21700051,24/10/2017,Td Garden,62.18,0
21700052,24/10/2017,Target Center,50.22,0
21700053,24/10/2017,Moda Center,64.67,0
21700054,24/10/2017,Staples Center,102.09,0
21700055,25/10/2017,Spectrum Center,67.09,0
21700056,25/10/2017,Little Caesars Arena,50.34,0
21700057,25/10/2017,Wells Fargo Arena,98.3,0
21700058,25/10/2017,Barclays Center,68.86,0.005
21700059,25/10/2017,American Airlines Center,70.4,0
21700060,25/10/2017,Chesapeake Energy Arena,63.13,0
21700061,25/10/2017,American Airlines Center,70.4,0
21700062,25/10/2017,Talking Stick Resort Arena,98.61,0
21700063,25/10/2017,Oracle Arena,89.48,0
21700064,25/10/2017,Staples Center,102.8,0
21700065,26/10/2017,United Center,51.08,0
21700066,26/10/2017,Fedex Forum,63.82,0
21700067,26/10/2017,Fiserv Forum,48.7,0
21700068,26/10/2017,Moda Center,63.91,0
21700069,26/10/2017,Golden 1 Center,86.24,0
21700070,27/10/2017,Spectrum Center,61.06,0
21700071,27/10/2017,Amway Center,70.19,0
21700072,27/10/2017,State Farm Arena,68.68,0
21700073,27/10/2017,Madison Square Garden,56.28,0
21700074,27/10/2017,Target Center,41.34,0
21700075,27/10/2017,Oracle Arena,85.43,0
21700076,27/10/2017,Staples Center,91.73,0
21700077,28/10/2017,Smoothie King Center,78.04,0
21700078,28/10/2017,American Airlines Center,49.34,0
21700079,28/10/2017,United Center,40.5,0
21700080,28/10/2017,Fedex Forum,42.75,0.2305
21700081,28/10/2017,American Airlines Center,49.34,0
21700082,28/10/2017,Vivint Smart Home Arena,59.65,0
21700083,28/10/2017,Moda Center,71.3,0
21700084,28/10/2017,Staples Center,86.83,0
21700085,29/10/2017,State Farm Arena,50.16,0.2236
21700086,29/10/2017,Bankers Life Fieldhouse,39.71,0
21700087,29/10/2017,Barclays Center,64.43,0
21700088,29/10/2017,Spectrum Center,69.95,0
21700089,29/10/2017,Golden 1 Center,84.83,0
21700090,29/10/2017,Quicken Loans Arena,40.83,0
21700091,29/10/2017,Oracle Arena,74.37,0
21700092,30/10/2017,Td Garden,60.29,0.0106
21700093,30/10/2017,American Airlines Center,75.85,0
21700094,30/10/2017,Madison Square Garden,64.99,0.1394
21700095,30/10/2017,Toyota Center,67.88,0
21700096,30/10/2017,Fedex Forum,51.43,0
21700097,30/10/2017,Smoothie King Center,60.76,0
21700098,30/10/2017,Vivint Smart Home Arena,67.76,0
21700099,30/10/2017,Moda Center,58.02,0
21700100,30/10/2017,Staples Center,72.14,0
21700101,31/10/2017,Bankers Life Fieldhouse,42.81,0
21700102,31/10/2017,Barclays Center,52.92,0
21700103,31/10/2017,Fiserv Forum,40.07,0
21700104,31/10/2017,Staples Center,67.65,0
21700105,01/11/2017,Spectrum Center,60.59,0
21700106,01/11/2017,Quicken Loans Arena,39.97,0
21700107,01/11/2017,Wells Fargo Arena,79.49,0
21700108,01/11/2017,Capital Center,50.96,0
21700109,01/11/2017,Td Garden,49.91,0
21700110,01/11/2017,American Airlines Center,53.16,0.0026
21700111,01/11/2017,Madison Square Garden,51.7,0
21700112,01/11/2017,Fedex Forum,52.41,0
21700113,01/11/2017,Smoothie King Center,71.43,0
21700114,01/11/2017,Pepsi Center,51.38,0
21700115,01/11/2017,Vivint Smart Home Arena,53.54,0
21700116,01/11/2017,Staples Center,67.59,0
21700117,02/11/2017,At&t Center,80.01,0
21700118,02/11/2017,Moda Center,56.82,0
21700119,03/11/2017,Little Caesars Arena,58.1,0.0013
21700120,03/11/2017,Amway Center,74.57,0
21700121,03/11/2017,Wells Fargo Arena,80.56,0
21700122,03/11/2017,Capital Center,67.86,0
21700123,03/11/2017,State Farm Arena,69.14,0
21700124,03/11/2017,Madison Square Garden,66.48,0
21700125,03/11/2017,American Airlines Center,89.76,0
21700126,03/11/2017,At&t Center,84.37,0
21700127,03/11/2017,Pepsi Center,47.67,0
21700128,03/11/2017,Vivint Smart Home Arena,65.5,0
21700129,03/11/2017,Chesapeake Energy Arena,66.76,0
21700130,03/11/2017,Staples Center,64.76,0
21700131,04/11/2017,Staples Center,68.71,0
21700132,04/11/2017,Little Caesars Arena,44.91,0
21700133,04/11/2017,United Center,45.94,0
21700134,04/11/2017,Target Center,31.21,0.0006
21700135,04/11/2017,Pepsi Center,56.95,0
21700136,05/11/2017,Quicken Loans Arena,56.81,0
21700137,05/11/2017,Staples Center,70.08,0
21700138,05/11/2017,Amway Center,75.7,0
21700139,05/11/2017,Scotiabank Arena,42.81,0
21700140,05/11/2017,Toyota Center,81.61,0
21700141,05/11/2017,At&t Center,82.67,0
21700142,05/11/2017,Madison Square Garden,51.27,0
21700143,05/11/2017,Target Center,40.8,0.0002
21700144,05/11/2017,Moda Center,46.13,0.0008
21700145,05/11/2017,Staples Center,70.08,0
21700146,06/11/2017,State Farm Arena,69.22,0
21700147,06/11/2017,Talking Stick Resort Arena,78.69,0
21700148,06/11/2017,Oracle Arena,59.64,0
21700149,07/11/2017,Quicken Loans Arena,44.53,0
21700150,07/11/2017,Bankers Life Fieldhouse,48.78,0
21700151,07/11/2017,Capital Center,66.54,0.0037
21700152,07/11/2017,Madison Square Garden,60.05,0.0003
21700153,07/11/2017,Scotiabank Arena,42.85,0
21700154,07/11/2017,At&t Center,86.84,0
21700155,07/11/2017,Pepsi Center,40.72,0
21700156,07/11/2017,Vivint Smart Home Arena,46.16,0
21700157,07/11/2017,Moda Center,48.37,0
21700158,07/11/2017,Golden 1 Center,63.22,0
21700159,08/11/2017,Little Caesars Arena,44.28,0
21700160,08/11/2017,Amway Center,77.07,0
21700161,08/11/2017,Td Garden,44.7,0
21700162,08/11/2017,Talking Stick Resort Arena,79.69,0
21700163,08/11/2017,Oracle Arena,64.69,0
21700164,09/11/2017,Capital Center,46.61,0
21700165,09/11/2017,Scotiabank Arena,43.19,0
21700166,09/11/2017,Toyota Center,57.41,0.0002
21700167,09/11/2017,Golden 1 Center,62.94,0
21700168,09/11/2017,Pepsi Center,52.02,0.0004
21700169,10/11/2017,Little Caesars Arena,38.85,0
21700170,10/11/2017,Td Garden,43.82,0
21700171,10/11/2017,United Center,35.09,0
21700172,10/11/2017,Chesapeake Energy Arena,55.97,0
21700173,10/11/2017,At&t Center,59.98,0
21700174,10/11/2017,Talking Stick Resort Arena,85.02,0
21700175,10/11/2017,Vivint Smart Home Arena,56.56,0
21700176,10/11/2017,Moda Center,52.46,0.0302
21700177,11/11/2017,Capital Center,36.05,0
21700178,11/11/2017,Smoothie King Center,65.37,0
21700179,11/11/2017,Madison Square Garden,29.72,0
21700180,11/11/2017,Toyota Center,66.52,0
21700181,11/11/2017,American Airlines Center,63.12,0
21700182,11/11/2017,Fiserv Forum,29.48,0
21700183,11/11/2017,At&t Center,61.39,0
21700184,11/11/2017,Oracle Arena,62.67,0.0009
21700185,11/11/2017,Pepsi Center,56.55,0
21700186,11/11/2017,Talking Stick Resort Arena,84.79,0
21700187,11/11/2017,Vivint Smart Home Arena,51.2,0
21700188,12/11/2017,Td Garden,29.31,0
21700189,12/11/2017,Little Caesars Arena,34.39,0
21700190,12/11/2017,Bankers Life Fieldhouse,38.75,0.0002
21700191,12/11/2017,Chesapeake Energy Arena,58.29,0
21700192,13/11/2017,Capital Center,43.01,0
21700193,13/11/2017,Madison Square Garden,41.55,0
21700194,13/11/2017,Fiserv Forum,37.14,0.0003
21700195,13/11/2017,Smoothie King Center,68.67,0
21700196,13/11/2017,Talking Stick Resort Arena,85.75,0
21700197,13/11/2017,Vivint Smart Home Arena,53.65,0
21700198,13/11/2017,Moda Center,56.23,0.0003
21700199,13/11/2017,Oracle Arena,64.27,0
21700200,13/11/2017,Staples Center,68.68,0
21700201,14/11/2017,Barclays Center,43.86,0.0003
21700202,14/11/2017,Toyota Center,73.77,0
21700203,14/11/2017,American Airlines Center,64.93,0
21700204,15/11/2017,State Farm Arena,53.43,0
21700205,15/11/2017,American Airlines Center,75.19,0
21700206,15/11/2017,Madison Square Garden,43.38,0
21700207,15/11/2017,Spectrum Center,49.81,0
21700208,15/11/2017,Fedex Forum,59.15,0
21700209,15/11/2017,Fiserv Forum,45.33,0
21700210,15/11/2017,Target Center,43.44,0
21700211,15/11/2017,Smoothie King Center,67.14,0
21700212,15/11/2017,Chesapeake Energy Arena,70.31,0
21700213,15/11/2017,Moda Center,55.82,0
21700214,15/11/2017,Staples Center,76.29,0
21700215,16/11/2017,Td Garden,36.09,0
21700216,16/11/2017,Talking Stick Resort Arena,84.01,0
21700217,17/11/2017,Bankers Life Fieldhouse,36.98,0
21700218,17/11/2017,Capital Center,51.03,0
21700219,17/11/2017,Barclays Center,48.84,0
21700220,17/11/2017,Quicken Loans Arena,41.07,0
21700221,17/11/2017,Scotiabank Arena,38.55,0
21700222,17/11/2017,United Center,36.72,0
21700223,17/11/2017,At&t Center,81.47,0
21700224,17/11/2017,American Airlines Center,72.55,0
21700225,17/11/2017,Golden 1 Center,56.72,0.0178
21700226,17/11/2017,Pepsi Center,70.3,0
21700227,17/11/2017,Staples Center,76.21,0
21700228,18/11/2017,Spectrum Center,51.01,0
21700229,18/11/2017,Amway Center,69.46,0
21700230,18/11/2017,State Farm Arena,58.55,0
21700231,18/11/2017,Wells Fargo Arena,78.37,0
21700232,18/11/2017,Fedex Forum,69.63,0
21700233,18/11/2017,American Airlines Center,80.69,0
21700234,18/11/2017,Moda Center,49.8,0.0041
21700235,19/11/2017,American Airlines Center,59,0
21700236,19/11/2017,Barclays Center,48.07,0.0293
21700237,19/11/2017,Scotiabank Arena,46.1,0.0891
21700238,19/11/2017,Target Center,29.37,0
21700239,19/11/2017,Talking Stick Resort Arena,78.34,0
21700240,19/11/2017,Staples Center,75.6,0
21700241,20/11/2017,Spectrum Center,48.35,0
21700242,20/11/2017,Little Caesars Arena,32.92,0
21700243,20/11/2017,Amway Center,70.76,0
21700244,20/11/2017,Wells Fargo Arena,81.02,0
21700245,20/11/2017,Madison Square Garden,45.5,0
21700246,20/11/2017,Fedex Forum,45.9,0
21700247,20/11/2017,Fiserv Forum,30.53,0
21700248,20/11/2017,Smoothie King Center,58.98,0
21700249,20/11/2017,American Airlines Center,59.51,0
21700250,20/11/2017,At&t Center,61.78,0
21700251,20/11/2017,Golden 1 Center,61.22,0
21700252,21/11/2017,Staples Center,74.12,0
21700253,22/11/2017,Spectrum Center,57.21,0
21700254,22/11/2017,Quicken Loans Arena,51.2,0
21700255,22/11/2017,Wells Fargo Arena,77.85,0
21700256,22/11/2017,State Farm Arena,61.66,0
21700257,22/11/2017,American Airlines Center,65.4,0
21700258,22/11/2017,Madison Square Garden,51.41,0
21700259,22/11/2017,Toyota Center,73.15,0
21700260,22/11/2017,Fedex Forum,56.48,0
21700261,22/11/2017,Target Center,26.19,0
21700262,22/11/2017,Smoothie King Center,65.79,0
21700263,22/11/2017,Chesapeake Energy Arena,57.28,0
21700264,22/11/2017,Talking Stick Resort Arena,78.24,0
21700265,22/11/2017,Vivint Smart Home Arena,59.02,0
21700266,22/11/2017,Golden 1 Center,64.15,0
21700267,24/11/2017,Barclays Center,38.35,0
21700268,24/11/2017,State Farm Arena,53.09,0
21700269,24/11/2017,Td Garden,33.83,0
21700270,24/11/2017,Quicken Loans Arena,38.35,0
21700271,24/11/2017,Bankers Life Fieldhouse,41.37,0
21700272,24/11/2017,Target Center,41.46,0
21700273,24/11/2017,Chesapeake Energy Arena,66.14,0
21700274,24/11/2017,Pepsi Center,64.12,0
21700275,24/11/2017,Talking Stick Resort Arena,87.51,0
21700276,24/11/2017,Oracle Arena,67.19,0
21700277,25/11/2017,Spectrum Center,49.69,0
21700278,25/11/2017,Wells Fargo Arena,85.52,0
21700279,25/11/2017,Capital Center,46.68,0
21700280,25/11/2017,State Farm Arena,54.28,0
21700281,25/11/2017,Bankers Life Fieldhouse,53.97,0
21700282,25/11/2017,Toyota Center,68.34,0
21700283,25/11/2017,American Airlines Center,72.83,0
21700284,25/11/2017,Oracle Arena,70.31,0
21700285,25/11/2017,Vivint Smart Home Arena,55.87,0
21700286,25/11/2017,Golden 1 Center,67.46,0
21700287,26/11/2017,United Center,45.58,0
21700288,26/11/2017,Target Center,35.5,0
21700289,26/11/2017,Fedex Forum,59.16,0
21700290,27/11/2017,Bankers Life Fieldhouse,44.66,0
21700291,27/11/2017,Wells Fargo Arena,88.29,0
21700292,27/11/2017,Td Garden,38.27,0
21700293,27/11/2017,Madison Square Garden,42.06,0
21700294,27/11/2017,Toyota Center,71.52,0
21700295,27/11/2017,At&t Center,75.81,0
21700296,27/11/2017,Oracle Arena,61.25,0.0282
21700297,27/11/2017,Staples Center,70.24,0
21700298,28/11/2017,Quicken Loans Arena,45.08,0
21700299,28/11/2017,United Center,52.11,0
21700300,28/11/2017,Target Center,56.81,0
21700301,28/11/2017,Vivint Smart Home Arena,41.47,0.0287
21700302,28/11/2017,Golden 1 Center,58.97,0
21700303,29/11/2017,Little Caesars Arena,59.97,0
21700304,29/11/2017,Amway Center,73.56,0
21700305,29/11/2017,Wells Fargo Arena,73.32,0
21700306,29/11/2017,Madison Square Garden,49.57,0
21700307,29/11/2017,Scotiabank Arena,56.7,0
21700308,29/11/2017,Toyota Center,72.12,0
21700309,29/11/2017,Smoothie King Center,67.27,0
21700310,29/11/2017,American Airlines Center,75.12,0
21700311,29/11/2017,At&t Center,77,0
21700312,29/11/2017,Staples Center,74.23,0
21700313,30/11/2017,State Farm Arena,58.98,0
21700314,30/11/2017,Td Garden,46.02,0
21700315,30/11/2017,Pepsi Center,61.16,0
21700316,30/11/2017,Moda Center,50.2,0
21700317,30/11/2017,Staples Center,72.82,0
21700318,01/12/2017,Amway Center,71.38,0
21700319,01/12/2017,Scotiabank Arena,43.55,0
21700320,01/12/2017,Capital Center,52.26,0
21700321,01/12/2017,American Airlines Center,64.07,0
21700322,01/12/2017,United Center,48.76,0
21700323,01/12/2017,Fedex Forum,59.33,0
21700324,01/12/2017,Chesapeake Energy Arena,54.67,0
21700325,01/12/2017,Vivint Smart Home Arena,47.38,0
21700326,02/12/2017,Td Garden,44.5,0
21700327,02/12/2017,American Airlines Center,68.98,0
21700328,02/12/2017,Barclays Center,46.01,0
21700329,02/12/2017,Quicken Loans Arena,39.11,0
21700330,02/12/2017,Wells Fargo Arena,76.07,0
21700331,02/12/2017,Fiserv Forum,45.59,0
21700332,02/12/2017,Pepsi Center,55.13,0
21700333,02/12/2017,Moda Center,48.67,0
21700334,03/12/2017,Madison Square Garden,44.07,0
21700335,03/12/2017,American Airlines Center,74.59,0
21700336,03/12/2017,Target Center,41.52,0
21700337,03/12/2017,Chesapeake Energy Arena,64.66,0
21700338,03/12/2017,Staples Center,74.13,0
21700339,04/12/2017,Spectrum Center,55.95,0
21700340,04/12/2017,Bankers Life Fieldhouse,50.05,0
21700341,04/12/2017,Wells Fargo Arena,79.65,0
21700342,04/12/2017,State Farm Arena,60.8,0
21700343,04/12/2017,Td Garden,39.9,0
21700344,04/12/2017,United Center,52.38,0
21700345,04/12/2017,Fedex Forum,64.58,0
21700346,04/12/2017,Smoothie King Center,65.92,0
21700347,04/12/2017,American Airlines Center,71.86,0
21700348,04/12/2017,At&t Center,76.72,0
21700349,04/12/2017,Vivint Smart Home Arena,37.49,0.0002
21700350,05/12/2017,Scotiabank Arena,45.16,0
21700351,05/12/2017,Chesapeake Energy Arena,63.11,0
21700352,05/12/2017,Moda Center,45.4,0
21700353,06/12/2017,Quicken Loans Arena,38.51,0
21700354,06/12/2017,Bankers Life Fieldhouse,34.35,0
21700355,06/12/2017,Amway Center,74.73,0
21700356,06/12/2017,Td Garden,50.97,0.0027
21700357,06/12/2017,Madison Square Garden,58.63,0.0027
21700358,06/12/2017,Spectrum Center,64.44,0
21700359,06/12/2017,Fiserv Forum,28.51,0
21700360,06/12/2017,Smoothie King Center,72.88,0.0138
21700361,06/12/2017,At&t Center,56.39,0
21700362,06/12/2017,Staples Center,69.01,0
21700363,07/12/2017,Wells Fargo Arena,74.49,0
21700364,07/12/2017,Talking Stick Resort Arena,74.74,0
21700365,07/12/2017,Barclays Center,41.54,0
21700366,07/12/2017,Vivint Smart Home Arena,32.77,0
21700367,08/12/2017,Spectrum Center,46,0
21700368,08/12/2017,Little Caesars Arena,28.51,0
21700369,08/12/2017,Bankers Life Fieldhouse,25.32,0
21700370,08/12/2017,Amway Center,67.5,0
21700371,08/12/2017,Fedex Forum,35.54,0
21700372,08/12/2017,Fiserv Forum,23.02,0
21700373,08/12/2017,Smoothie King Center,44.88,0.0263
21700374,08/12/2017,At&t Center,38.71,0.0054
21700375,09/12/2017,Staples Center,76.36,0
21700376,09/12/2017,Barclays Center,36.44,0
21700377,09/12/2017,Spectrum Center,33.85,0.0472
21700378,09/12/2017,State Farm Arena,32.61,0.0129
21700379,09/12/2017,Quicken Loans Arena,28.72,0
21700380,09/12/2017,United Center,33.52,0
21700381,09/12/2017,Fiserv Forum,29.26,0
21700382,09/12/2017,Fedex Forum,35.98,0
21700383,09/12/2017,Talking Stick Resort Arena,65.82,0
21700384,09/12/2017,Moda Center,44.02,0
21700385,10/12/2017,Golden 1 Center,61.42,0
21700386,10/12/2017,Little Caesars Arena,28.13,0
21700387,10/12/2017,Bankers Life Fieldhouse,28.99,0
21700388,10/12/2017,Target Center,20.83,0
21700389,10/12/2017,Smoothie King Center,47.76,0
21700390,10/12/2017,Madison Square Garden,30.95,0.0016
21700391,11/12/2017,United Center,30.8,0
21700392,11/12/2017,Toyota Center,60.84,0
21700393,11/12/2017,Fedex Forum,50.41,0
21700394,11/12/2017,Chesapeake Energy Arena,63.54,0
21700395,11/12/2017,Oracle Arena,65.35,0
21700396,11/12/2017,Staples Center,81.08,0
21700397,12/12/2017,Quicken Loans Arena,30.26,0.0024
21700398,12/12/2017,Little Caesars Arena,29.79,0
21700399,12/12/2017,Madison Square Garden,37.28,0.0003
21700400,12/12/2017,Barclays Center,37.28,0.0003
21700401,12/12/2017,Target Center,28.14,0.0003
21700402,12/12/2017,American Airlines Center,73.98,0
21700403,12/12/2017,Golden 1 Center,62.33,0
21700404,13/12/2017,Bankers Life Fieldhouse,23.48,0
21700405,13/12/2017,Amway Center,66.73,0
21700406,13/12/2017,Capital Center,37.84,0
21700407,13/12/2017,Td Garden,41.26,0.0056
21700408,13/12/2017,American Airlines Center,54.52,0
21700409,13/12/2017,United Center,19.22,0
21700410,13/12/2017,Smoothie King Center,57.33,0
21700411,13/12/2017,Talking Stick Resort Arena,73.98,0
21700412,13/12/2017,Toyota Center,59.73,0
21700413,14/12/2017,State Farm Arena,44.91,0
21700414,14/12/2017,Barclays Center,28.32,0
21700415,14/12/2017,Quicken Loans Arena,21.88,0
21700416,14/12/2017,Target Center,23.78,0
21700417,14/12/2017,Oracle Arena,60.81,0
21700418,15/12/2017,Spectrum Center,47.92,0
21700419,15/12/2017,Bankers Life Fieldhouse,27.89,0
21700420,15/12/2017,Amway Center,65.95,0
21700421,15/12/2017,Wells Fargo Arena,73.02,0
21700422,15/12/2017,Capital Center,34.41,0
21700423,15/12/2017,Td Garden,24.18,0
21700424,15/12/2017,Scotiabank Arena,18.57,0
21700425,15/12/2017,Fedex Forum,42.44,0
21700426,15/12/2017,Fiserv Forum,19.91,0
21700427,15/12/2017,Pepsi Center,35.35,0.0002
21700428,15/12/2017,Toyota Center,61.64,0
